timestamp,temperature,humidity,pressure
2025-12-10T14:42:41.576065,39.65058898925781,29.40654754638672,1014.453857421875
2025-12-10T14:42:51.586320,39.57474136352539,29.515167236328125,1014.45166015625
2025-12-10T14:43:01.590320,39.612667083740234,29.352235794067383,1014.483642578125
2025-12-10T14:43:11.594393,39.612667083740234,29.214649200439453,1014.492919921875
2025-12-10T14:43:21.598362,39.669551849365234,29.029993057250977,1014.491943359375
2025-12-10T14:43:31.602992,39.40408706665039,29.279821395874023,1014.497314453125
2025-12-10T14:43:41.610747,39.38512420654297,29.384822845458984,1014.50146484375
2025-12-10T14:43:51.614720,39.65058898925781,29.247236251831055,1014.515869140625
2025-12-10T14:44:01.619520,39.51785659790039,29.131372451782227,1014.5537109375
2025-12-10T14:44:11.624241,39.498897552490234,29.069820404052734,1014.531982421875
2025-12-10T14:44:21.629454,39.65058898925781,29.352235794067383,1014.509765625
2025-12-10T14:44:31.639883,39.57474136352539,29.417407989501953,1014.53466796875
2025-12-10T14:44:41.643849,39.46097183227539,29.337753295898438,1014.544677734375
2025-12-10T14:44:51.647823,39.36616516113281,29.236373901367188,1014.54833984375
2025-12-10T14:45:01.651850,39.32823944091797,29.47171974182129,1014.510986328125
2025-12-10T14:45:11.661587,39.38512420654297,29.312408447265625,1014.5400390625
2025-12-10T14:45:21.671332,39.15758514404297,29.53327178955078,1014.5361328125
2025-12-10T14:45:31.675310,39.11966323852539,29.25447654724121,1014.599609375
2025-12-10T14:45:41.684327,39.25239562988281,29.522409439086914,1014.568359375
2025-12-10T14:45:51.689605,39.13862228393555,29.696203231811523,1014.56982421875
2025-12-10T14:46:01.693822,39.10070037841797,29.43551254272461,1014.57080078125
2025-12-10T14:46:11.698338,39.42304992675781,29.163959503173828,1014.586181640625
2025-12-10T14:46:21.702850,39.42304992675781,29.580341339111328,1014.556396484375
2025-12-10T14:46:31.712264,39.63162612915039,29.67447853088379,1014.578857421875
2025-12-10T14:46:41.718171,39.70747375488281,29.478960037231445,1014.535888671875
2025-12-10T14:46:51.724350,39.688514709472656,28.997406005859375,1014.549072265625
2025-12-10T14:47:01.728916,39.93501663208008,29.35585594177246,1014.5693359375
2025-12-10T14:47:12.104474,39.859169006347656,28.997406005859375,1014.54248046875
2025-12-10T14:47:22.114516,40.200477600097656,29.044475555419922,1014.540771484375
